format	download_at	full_price	name	publisher	release_date	pages	dimensions	ISBN-10	ISBN-13	customers_review	about	height	width	depth
CAPA COMUM	2024-04-09T12:19:37.739105	40.9	Migi To Dali 02	PANINI	2024-03-4	192	13.7 x 1.2 x 20 cm	6525920728	978-6525920726	5.0	1990 - Distrito Norte da cidade de Kobe.Estamos na Vila Origon, novo bairro construído com base nos subúrbios americanos.Os gêmeos Migi e Dali se infiltraram nesse bairro disfarçados de “um” garoto, Hitori Sonoyama. O objetivo deles é se vingar pela morte de sua mãe, a qual ocorreu nesse mesmo local há sete anos. Em busca do culpado, Migi e Dali começam a investigar suspeitos do crime. Leia mais	20.0	13.7	1.2
CAPA COMUM	2024-04-15T15:48:36.622095	42.9	Hokuto No Ken - Fist of the North Star - Vol.06	EDITORA JBC	2020-03-27	296	20 x 13.2 x 2 cm	8545713673	978-8545713678	394.0	"Kenshiro e Raoh finalmente se encontram! A batalha entre os dois é mortal, e ambos estão empatados, sem sinal de quem sairá vitorioso! Enquanto isso, Rei, que foi atingido no ponto vital secreto de Raoh e só tem três dias de vida, resolve gastar seus últimos dias para enfrentar Yuda, o homem que capturou e torturou sua amada Mamiya e também traiu os Seis Punhos Sagrados da Estrelas do Norte. ""Yuda, você irá pagar sangue com sangue!"" Leia mais"	20.0	13.2	2.0
CAPÍTULOS AVULSOS	2024-04-09T12:19:41.171082	140.9	ZDM Vol. 1 - Edição de Luxo	PANINI	2024-03-4	304	18.5 x 1.9 x 27.5 cm	6525921805	978-6525921808		Num futuro próximo, o pior pesadelo dos Estados Unidos tornou-se realidade. Com o aventureirismo militar no estrangeiro sobrecarregando o Exército e a Guarda Nacional, o governo dos EUA negligencia erroneamente a ameaça muito real das milícias antissistema espalhadas pelos cinquenta estados. Como um gigante adormecido, a América Central ergue-se e abre caminho violentamente para os mares brilhantes, parando em Manhattan… ou, como o mundo agora a conhece, a ZDM. Matty Roth, um jovem ingênuo e aspirante a fotojornalista, consegue um emprego dos sonhos seguindo um veterano jornalista de guerra no coração da ZDM. As coisas logo dão errado e Matty se vê perdido e sozinho em um mundo que só é visto na televisão. Leia mais	27.5	18.5	1.9
CAPA COMUM	2024-04-09T12:19:44.643060	31.9	Avante, Vingadores! (2022) Vol. 18	PANINI	2024-03-4	112	17 x 0.7 x 26 cm	6525921287	978-6525921280		A ÚLTIMA BATALHA! Chegou a hora do enfrentamento final entre o Capitão América e o Círculo Externo! Usando informações reunidas por amigos infiltrados, Steve Rogers está determinado a libertar o mundo da influência da misteriosa organização e dar um fim ao Jogo do Século de uma vez por todas! Em seguida, na esteira dos eventos inacreditáveis de CAPITÃO AMÉRICA: GUERRA FRIA, os dois Capitães retornam ao lar para sofrer seu luto pelos que caíram em batalha, e para buscar honrar o poder de seus legados. Para além disso, é revelada a origem secreta do novo escudo de Sam Wilson, e Sharon Carter ganha uma nova direção! Leia mais	26.0	17.0	0.7
CAPA COMUM	2024-04-15T15:48:45.091913	57.9	Sakura Wars Trig Vol.01	EDITORA JBC	2020-03-27	544	20 x 13.2 x 2.6 cm	8545714572	978-8545714576	165.0	"""Em um Japão alternativo, em plenos anos 1920, as pessoas convivem com robôs de alta tecnologia e estranhas criaturas demoníacas. Nesse passado distante encontramos a dupla de protagonistas, Sakura Shinguji e Ichiro Ogami. Muito educada e igualmente atrapalhada, Sakura é uma menina doce dotada de um grande senso de justiça. Ichiro, por sua vez, acabou de se formar na Marinha do Império e é destacado para cuidar de um quartel-general, em Tóquio. Ele só não imaginava que o QG para onde foi designado era, na verdade, o Teatro Imperial e que comandaria a Divisão Flor, um grupo de jovens mulheres guerreiras prontas para ajudá-lo em sua tarefa de resguardar o quartel. Sakura é a mais nova integrante da Divisão Flor e vai querer provar o seu valor para ser aceita por todos. E a oportunidade não irá demorar para aparecer: ela terá de mostrar suas habilidades quando forças malignas que conspiravam às sombras entram em ação. Será a chance de Sakura e de toda a Divisão Flor mostrarem sua força e a verdadeira razão da equipe existir!"" Leia mais"	20.0	13.2	2.6
CAPA COMUM	2024-04-08T21:41:52.483180	89.9	Mo Dao Zu Shi: O Fundador da Cultivação Demoníaca - Livro 4	NEWPOP	2024-01-15	448	15 x 3 x 21 cm	8583623570	978-8583623571	4.9	Visitantes incomuns trazem informações chocantes, e o passado de uma joia brilhante parece mais sombrio do que nunca. Uma queda, um abraço e muitas memórias envolvem Wei Wuxian no breve e conturbado retorno a um Píer Lótus que já não é mais como antes. E quem diria que uma noite de aventura desastrosa levaria direto ao desfecho de toda a história? Nesta etapa final, o confronto em um palco inesperado revela mais que apenas o grande mistério construído desde o início. Leia mais	21.0	15.0	3.0
CAPA COMUM	2024-04-15T15:48:56.147156	26.9	Cardcaptor Sakura - Clear Card Arc - Vol. 4	EDITORA JBC	2020-01-16	160	19.8 x 13 x 1 cm	8545713045	978-8545713043	619.0	Guiada por uma nova carta, Sakura cruza os céus em busca de um novo mistério! Sakura persegue a “coisa felpuda” que fez Akiho dormir e consegue uma nova carta. O que foi que a garota percebeu nessa carta transparente…? Em outro dia, Sakura visita Touya em seu emprego. Conversando com Yukito no local do trabalho, os dois de repente se veem no meio de um labirinto!! Leia mais	19.8	13.0	1.0
CAPA COMUM	2024-04-09T12:19:52.031013	31.9	Venom (2022) Vol. 9	PANINI	2024-03-4	112	17 x 0.7 x 26 cm	6525921112	978-6525921112		Eddie Brock já enfrentou muitos monstros ao longo da sua vida, mas poucos foram tão terríveis quanto aquele nascido da própria fúria: Tumulto! Depois dos eventos da Teia Sombria, Brock retorna ao Jardim do Tempo em sua nova forma aterrorizante e tudo pode acontecer… Paralelamente, depois de meses acompanhando o que aconteceu com o simbionte Carnificina depois que foi rejeitado pelo serial killer Cletus Kasady, finalmente será revelada a horripilante história do que aconteceu com Cletus! Em seguida, Norman Osborn já definiu o seu mais novo alvo como Duende Dourado: Halloween! Mas será que o próprio Osborn já não é alvo de mais alguém? Leia mais	26.0	17.0	0.7
CAPA COMUM	2024-04-15T15:49:16.230830	64.9	The Ghost in the Shell Human Error Processer - Vol.1.5	EDITORA JBC	2019-12-19	184	17.02 x 23.62 x 1.52 cm	8545711611	978-8545711612	301.0	Motoko e os agentes da Seção 9 encaram novas missões e novos inimigos em The Ghost in the Shell 1.5: Human-Error Processer, continuação direta do clássico mangá de Shirow Masamune. Leia mais	23.62	17.02	1.52
CAPA COMUM	2024-04-15T15:49:26.349663	42.9	Hokuto No Ken - Fist of the North Star - Vol. 5	EDITORA JBC	2019-12-19	288	20 x 13.2 x 1.2 cm	8545713665	978-8545713661	405.0	Kenshiro se dirige até a prisão lendária Cassandra para salvar seu irmão Toki. Diante de Kenshiro, ergue-se Uighur, o impiedoso dono da prisão lendária. Leia mais	20.0	13.2	1.2
CAPA COMUM	2024-04-09T12:19:58.522971	36.9	Mashle: Magia e Músculos Vol. 12	PANINI	2024-02-23	192	13.7 x 1.2 x 20 cm	652592071X	978-6525920719	5.0	Durante a prova final dos Visionários, Innocent Zero e o mais velho de seus 5 filhos, Doom, aparecem de repente!! Mash enfrentava Doom e seu poder assombroso, mas mudanças começam a afetar seu corpo…! A Varinha Inicial foi roubada e a prova dos Visionários é temporariamente interrompida, pois Innocent Zero está cada vez mais perto de fazer com que o mundo acabe!! Mash, Lance, Dot e os outros precisam de novos poderes para a batalha final que os espera e começam um treinamento rigoroso cada qual à sua maneira!! Leia mais	20.0	13.7	1.2
CAPA COMUM	2024-04-09T12:20:02.130948	179.4	As Melhores Historias Da Turma – Box	PANINI	2024-02-23	1152	17.3 x 7.5 x 26.3 cm	6525907020	978-6525907024	4.5	Os livros da coleção Panini Turma da Mônica trazem uma seleção mais do que especial de histórias das clássicas criações de Mauricio de Sousa! Acompanhe a Mônica, também conhecida como a Dona da Rua, o sagaz criador de planos infalíveis, o Cebolinha, o sujinho mais amado do mundo, o Cascão, a maior comilona de que se tem registro, a Magali e, claro, toda a galerinha do Limoeiro aprontando de montão nas mais divertidas aventuras em quadrinhos para o deleite dos pequenos e de toda a família! São seis livros, cada um com várias histórias e ainda um box para acomodar toda a coleção! Leia mais	26.3	17.3	7.5
CAPA COMUM	2024-04-15T15:49:36.365103	22.9	Fairy Tail Blue Mistral - Vol.3	EDITORA JBC	2019-12-18	168	19.8 x 13.2 x 1.2 cm	8545714122	978-8545714125	61.0	Uma nova informação chega à Fairy Tail!! Ao ouvir que um dragão está sequestrando garotas, a Matadora de Dragão Wendy se disfarça de menino e vai para a cidade de Aiya!! Porém, Charle começa a agir de forma estranha…!! Leia mais	19.8	13.2	1.2
CAPA COMUM	2024-04-09T12:20:05.466927	40.9	Elden Ring: O Caminho para Térvore 03	PANINI	2024-02-23	162	13.7 x 1 x 20 cm	6525920299	978-6525920290		Seguindo os conselhos da Bruxa Ranni, a qual reencontrou em Caelid, o maculado Aseo alterou o seu destino para Liurnia dos Lagos, buscando a Grande Runa que se encontra na Academia de Raya Lucaria. Enquanto aprendia magia com Thops, um feiticeiro da academia, e tentava atender ao pedido de Rya, uma garota misteriosa, Aseo reencontra Patches, o Trapaceiro. A fim de entrar na academia, Aseo enfrenta o Dragão Pedrilhante Smarag junto de Patches. Em meio à luta de vida ou morte, ele finalmente despertará seus poderes latentes?! O que o aguarda na Academia de Raya Lucaria…?! Leia mais	20.0	13.7	1.0
CAPA COMUM	2024-04-15T15:49:44.390293	22.9	Fairy Tail Blue Mistral - Vol.4	EDITORA JBC	2019-12-18	160	13.2 x 1.2 x 20 cm	8545714130	978-8545714132	61.0	Wendy e Charle vão à vila de Verine após ouvir boatos sobre uma lira que invoca dragões! Contudo, ela acaba sendo confundida com “um anjo que realiza desejos”... Leia mais	20.0	13.2	1.2
CAPA COMUM	2024-04-15T15:49:56.468262	24.9	A Heróica lenda de Arslan - Vol.1	EDITORA JBC	2019-12-3	192	19.81 x 13.21 x 1.27 cm	8545713681	978-8545713685	242.0	Conheça Arslan, príncipe de Pars, o grande reino localizado sobre a rota continental, era apenas um jovem curioso e ingênuo cuja história ainda estava por se fazer. Esse é o começo de uma jornada de evolução. Leia mais	19.81	13.21	1.27
CAPA DURA	2024-04-09T12:20:09.074903	389.9	Kull, A Era Clássica (Omnibus)	PANINI	2024-02-23	952	18.3 x 6 x 27.7 cm	652590563X	978-6525905631	4.4	Milhares de anos antes da aurora de Conan, tribos de bárbaros erguiam-se através do continente da Thuria, ameaçando quaisquer civilizações com suas muralhas em ruína erguidas contra eles. Nessa era impiedosa, surgiu um homem em exílio, que viria um dia a reinar sobre a Atlântida nos anos antes de seu declínio sob as ondas. Esse homem era Kull, e as vozes de uma miríade de talentos da Marvel já contaram sua saga – seu exílio e juventude selvagem; suas explorações em alto mar; sua ascensão através dos poços de gladiadores e da hierarquia militar; seu reinado e suas batalhas épicas contra o feiticeiro com o rosto de caveira, Thulsa Doom. Experiencie os contos completos em preto e branco das revistas de Kull neste volume, todas restauradas meticulosamente dos materiais de maior fidelidade nos arquivos da Marvel. Leia mais	27.7	18.3	6.0
CAPA COMUM	2024-04-15T15:50:08.528299	24.9	A Heróica lenda de Arslan - Vol.2	EDITORA JBC	2019-12-3	192	13.21 x 19.81 x 1.27 cm	854571369X	978-8545713692	192.0	Continue acompanhando a história de Arslan, príncipe de Pars, o grande reino que agora está sofrendo com as decisões de seus líderes anteriores. Leia mais	19.81	13.21	1.27
CAPA COMUM	2024-04-09T12:20:12.558881	31.9	Wolverine (2022) Vol. 15	PANINI	2024-02-23	112	17 x 0.7 x 26 cm	6525921104	978-6525921105		Wolverine foi usado, manipulado, controlado mentalmente e assassinado. Agora, chegou a hora de levar a luta até o responsável por tudo isso em um confronto inesquecível com o Fera e suas ARMAS DE X! Mas quão bem pode um único mutante se sair contra um exército de clones e um imenso Forte/Traje de Batalha? Para além disso, as manipulações do Fera levam a resultados terríveis para o resto dos mutantes quando o plano de NIMROD tem sucesso ¬– será a X-FORCE capaz de deter o que está por vir? Por fim, as X-Terminadoras enfrentam os perigos de uma noite sanguinária na cidade! Leia mais	26.0	17.0	0.7
CAPA COMUM	2024-04-09T12:20:16.118859	54.9	A Espada de Azrael	PANINI	2024-02-23	192	17 x 1.2 x 26 cm	6525920418	978-6525920412	4.0	Jean-Paul Valley deseja nunca mais ser Azrael, pois tudo que isso lhe trouxe foi sofrimento, violência e miséria. Ele se isolou num monastério na Europa para encontrar a paz… Porém, quando lá chega uma jovem que alega ter a mesma programação que o transformou em Azrael, ele não terá escolha a não ser vestir mais uma vez esse manto violento para protegê-la dos assassinos mortíferos que desejam feri-la! Leia mais	26.0	17.0	1.2
CAPA COMUM	2024-04-15T15:50:15.615939	25.9	Cavaleiros do Zodíaco - Lost Canvas Especial - Vol. 15	EDITORA JBC	2019-11-26	192	19.8 x 13.2 x 1.4 cm	8545713029	978-8545713029	482.0	Carregando as ardentes almas de todos os guerreiros, o Barco da Esperança finalmente parte para a luta! Desviando dos ataques do Barco Negro de Aiacos, o navio zarpa para a batalha final! O Barco da Esperança vs. o Barco Negro! A bela e heroica batalha entre Sísifo de Sagitário e Aiacos, um dos Três Juízes do Inferno!! Leia mais	19.8	13.2	1.4
CAPA COMUM	2024-04-15T15:50:25.667000	50.0	Cavaleiros do Zodíaco - Lost Canvas Especial - Vol. 14	EDITORA JBC	2019-11-26	192	20 x 13.4 x 1.4 cm	8545713010	978-8545713012	503.0	Para impedir a conclusão do Lost Canvas no céu, o Exército de Atena ressuscita o Barco da Esperança! Em meio ao turbilhão da luta, Aiacos, um dos Três Juízes do Inferno avança diretamente neles! O jovem prodígio Regulus de Leão intercepta o Exército de Aiacos! Quem conseguirá deter seu golpe na velocidade da luz?! Leia mais	20.0	13.4	1.4
CAPA COMUM	2024-04-09T12:20:19.578836	39.9	Fugitivos - A Coleção Vol. 7	PANINI	2024-02-23	144	17 x 0.9 x 26 cm	6525921198	978-6525921198	5.0	Os Fugitivos enfrentam com dificuldade a perda de um de seus integrantes, e pode ser difícil se adaptar à sua nova formação nesse contexto. Para piorar a situação uma nova e devastadora ameaça surge com a promessa de destruir tudo que estiver em seu caminho. Será a equipe capaz de superar esse novo vilão? Ou, mais que isso, será que conseguirão permanecer unidos mesmo frente à todas as forças que parecem querer separá-los e colocá-los uns contra os outros? Leia mais	26.0	17.0	0.9
CAPA COMUM	2024-04-08T21:41:56.319132	69.9	Mo Dao Zu Shi: Comics - Volume 01	NEWPOP	2024-01-10	216	15 x 3 x 21 cm	8583623465	978-8583623465	4.8	Adaptação em quadrinhos da famosa série de livros de mesmo nome! O Patriarca de Yiling, Wei Wuxian, morto há treze anos pela aliança dos principais clãs cultivadores, foi renascido pelo sacrifício de outra pessoa. No entanto, a condição para essa volta ao mundo mortal é a de que ele deve eliminar todos os inimigos da pessoa que o ressuscitou. Diante dos ataques de um braço demoníaco bizarro, Wei Wuxian é forçado a usar seus poderes do Caminho Espectral para proteger alguns jovens discípulos. Mas nesse momento, seu antigo conhecido, Lan Wangji, também aparece. Será que sua identidade será revelada? Leia mais	21.0	15.0	3.0
CAPA COMUM	2024-04-09T12:20:22.882815	54.9	A Gancho Vol. 01	PANINI	2024-02-23	192	17 x 1.2 x 26 cm	6525920442	978-6525920443	5.0	Quando a Gancho enfrenta as consequências de sua atuação na Guerra do Coringa, a história de como Alexis Kaye se tornou esse personagem vai levar Leslie Thompkins, Harper Row e Cullen Row numa jornada angustiante, que releva a radicalização de uma adolescente em direção à ideologia de um homem louco! Leia mais	26.0	17.0	1.2
CAPA COMUM	2024-04-15T15:50:34.275604	19.5	Terra Formars - Vol. 21	EDITORA JBC	2019-11-18	208	20.4 x 13.2 x 1.2 cm	8545711247	978-8545711247	164.0	O ataque maciço das baratas de Marte segue ameaçando a humanidade. Numa tentativa de capturar o chefe deles, Ivan, um dos nossos guerreiros de Marte, surge sorrateiramente atrás do Invoker! O momento também é decisivo para Himura e Akari, que foram buscar Shokichi em seu cativeiro! Leia mais	20.4	13.2	1.2
CAPA COMUM	2024-04-15T15:50:39.763037	19.5	Terra Formars - Vol. 22	EDITORA JBC	2019-11-18	208	20.2 x 13.4 x 1 cm	8545711255	978-8545711254	173.0	O Japão está sendo invadido pelos invasores! Para defender a pátria-mãe, guerreiros de todas as partes do país erguem seus punhos!! Paralelo a isso, Michel e seus companheiros recebem uma mensagem do General Kai, dizendo que a China está com Shokichi e eles devem ir buscá-lo! Leia mais	20.2	13.4	1.0
